IMG/center_2018_11_30_18_29_51_073.jpg,IMG/left_2018_11_30_18_29_51_073.jpg,IMG/right_2018_11_30_18_29_51_073.jpg,0,0,0,1.074301E-05
IMG/center_2018_11_30_18_29_51_143.jpg,IMG/left_2018_11_30_18_29_51_143.jpg,IMG/right_2018_11_30_18_29_51_143.jpg,0,0,0,3.250097E-06
IMG/center_2018_11_30_18_29_51_211.jpg,IMG/left_2018_11_30_18_29_51_211.jpg,IMG/right_2018_11_30_18_29_51_211.jpg,0,0,0,1.773088E-05
IMG/center_2018_11_30_18_29_51_280.jpg,IMG/left_2018_11_30_18_29_51_280.jpg,IMG/right_2018_11_30_18_29_51_280.jpg,0,0.1774069,0,0.07188196
IMG/center_2018_11_30_18_29_51_353.jpg,IMG/left_2018_11_30_18_29_51_353.jpg,IMG/right_2018_11_30_18_29_51_353.jpg,-0.15,0.4279424,0,0.392953
IMG/center_2018_11_30_18_29_51_420.jpg,IMG/left_2018_11_30_18_29_51_420.jpg,IMG/right_2018_11_30_18_29_51_420.jpg,-0.3,0.5983597,0,0.7752779
IMG/center_2018_11_30_18_29_51_491.jpg,IMG/left_2018_11_30_18_29_51_491.jpg,IMG/right_2018_11_30_18_29_51_491.jpg,0,0.8416079,0,1.417088
IMG/center_2018_11_30_18_29_51_565.jpg,IMG/left_2018_11_30_18_29_51_565.jpg,IMG/right_2018_11_30_18_29_51_565.jpg,0,1,0,2.075405
IMG/center_2018_11_30_18_29_51_634.jpg,IMG/left_2018_11_30_18_29_51_634.jpg,IMG/right_2018_11_30_18_29_51_634.jpg,0,1,0,3.000363
IMG/center_2018_11_30_18_29_51_709.jpg,IMG/left_2018_11_30_18_29_51_709.jpg,IMG/right_2018_11_30_18_29_51_709.jpg,0,1,0,3.942017
IMG/center_2018_11_30_18_29_51_781.jpg,IMG/left_2018_11_30_18_29_51_781.jpg,IMG/right_2018_11_30_18_29_51_781.jpg,0,1,0,4.643692
IMG/center_2018_11_30_18_29_51_851.jpg,IMG/left_2018_11_30_18_29_51_851.jpg,IMG/right_2018_11_30_18_29_51_851.jpg,-0.2,1,0,5.565187
IMG/center_2018_11_30_18_29_51_920.jpg,IMG/left_2018_11_30_18_29_51_920.jpg,IMG/right_2018_11_30_18_29_51_920.jpg,0,1,0,6.243081
IMG/center_2018_11_30_18_29_51_988.jpg,IMG/left_2018_11_30_18_29_51_988.jpg,IMG/right_2018_11_30_18_29_51_988.jpg,0,1,0,7.156003
IMG/center_2018_11_30_18_29_52_060.jpg,IMG/left_2018_11_30_18_29_52_060.jpg,IMG/right_2018_11_30_18_29_52_060.jpg,0,1,0,7.838286
IMG/center_2018_11_30_18_29_52_130.jpg,IMG/left_2018_11_30_18_29_52_130.jpg,IMG/right_2018_11_30_18_29_52_130.jpg,0,1,0,8.741965
IMG/center_2018_11_30_18_29_52_202.jpg,IMG/left_2018_11_30_18_29_52_202.jpg,IMG/right_2018_11_30_18_29_52_202.jpg,0,1,0,9.415096
IMG/center_2018_11_30_18_29_52_270.jpg,IMG/left_2018_11_30_18_29_52_270.jpg,IMG/right_2018_11_30_18_29_52_270.jpg,0,1,0,10.30645
IMG/center_2018_11_30_18_29_52_344.jpg,IMG/left_2018_11_30_18_29_52_344.jpg,IMG/right_2018_11_30_18_29_52_344.jpg,-0.15,1,0,10.96429
IMG/center_2018_11_30_18_29_52_415.jpg,IMG/left_2018_11_30_18_29_52_415.jpg,IMG/right_2018_11_30_18_29_52_415.jpg,-0.35,1,0,11.64209
IMG/center_2018_11_30_18_29_52_489.jpg,IMG/left_2018_11_30_18_29_52_489.jpg,IMG/right_2018_11_30_18_29_52_489.jpg,0,0.8402987,0,12.37436
IMG/center_2018_11_30_18_29_52_565.jpg,IMG/left_2018_11_30_18_29_52_565.jpg,IMG/right_2018_11_30_18_29_52_565.jpg,0,0.64785,0,13.14318
IMG/center_2018_11_30_18_29_52_636.jpg,IMG/left_2018_11_30_18_29_52_636.jpg,IMG/right_2018_11_30_18_29_52_636.jpg,0,0.3992795,0,13.4903
IMG/center_2018_11_30_18_29_52_713.jpg,IMG/left_2018_11_30_18_29_52_713.jpg,IMG/right_2018_11_30_18_29_52_713.jpg,0,0.1715751,0,13.54706
IMG/center_2018_11_30_18_29_52_786.jpg,IMG/left_2018_11_30_18_29_52_786.jpg,IMG/right_2018_11_30_18_29_52_786.jpg,-0.15,0,0,13.51709
IMG/center_2018_11_30_18_29_52_858.jpg,IMG/left_2018_11_30_18_29_52_858.jpg,IMG/right_2018_11_30_18_29_52_858.jpg,-0.3,0,0,13.40172
IMG/center_2018_11_30_18_29_52_934.jpg,IMG/left_2018_11_30_18_29_52_934.jpg,IMG/right_2018_11_30_18_29_52_934.jpg,-0.5000001,0,0,13.21287
IMG/center_2018_11_30_18_29_53_005.jpg,IMG/left_2018_11_30_18_29_53_005.jpg,IMG/right_2018_11_30_18_29_53_005.jpg,0,0,0,13.09418
IMG/center_2018_11_30_18_29_53_075.jpg,IMG/left_2018_11_30_18_29_53_075.jpg,IMG/right_2018_11_30_18_29_53_075.jpg,0,0,0,13.09788
IMG/center_2018_11_30_18_29_53_142.jpg,IMG/left_2018_11_30_18_29_53_142.jpg,IMG/right_2018_11_30_18_29_53_142.jpg,0,0,0,12.946
IMG/center_2018_11_30_18_29_53_213.jpg,IMG/left_2018_11_30_18_29_53_213.jpg,IMG/right_2018_11_30_18_29_53_213.jpg,0,0,0,12.83573
IMG/center_2018_11_30_18_29_53_283.jpg,IMG/left_2018_11_30_18_29_53_283.jpg,IMG/right_2018_11_30_18_29_53_283.jpg,0,0,0,12.66162
IMG/center_2018_11_30_18_29_53_352.jpg,IMG/left_2018_11_30_18_29_53_352.jpg,IMG/right_2018_11_30_18_29_53_352.jpg,-0.05,0.02972554,0,12.55536
IMG/center_2018_11_30_18_29_53_420.jpg,IMG/left_2018_11_30_18_29_53_420.jpg,IMG/right_2018_11_30_18_29_53_420.jpg,-0.2,0.2048493,0,12.58426
IMG/center_2018_11_30_18_29_53_500.jpg,IMG/left_2018_11_30_18_29_53_500.jpg,IMG/right_2018_11_30_18_29_53_500.jpg,0,0.4753265,0,12.76587
IMG/center_2018_11_30_18_29_53_573.jpg,IMG/left_2018_11_30_18_29_53_573.jpg,IMG/right_2018_11_30_18_29_53_573.jpg,0,0.336185,0,13.09685
IMG/center_2018_11_30_18_29_53_646.jpg,IMG/left_2018_11_30_18_29_53_646.jpg,IMG/right_2018_11_30_18_29_53_646.jpg,0,0.1548418,0,13.31691
IMG/center_2018_11_30_18_29_53_719.jpg,IMG/left_2018_11_30_18_29_53_719.jpg,IMG/right_2018_11_30_18_29_53_719.jpg,0,0,0,13.26225
IMG/center_2018_11_30_18_29_53_791.jpg,IMG/left_2018_11_30_18_29_53_791.jpg,IMG/right_2018_11_30_18_29_53_791.jpg,0,0,0,13.1471
IMG/center_2018_11_30_18_29_53_865.jpg,IMG/left_2018_11_30_18_29_53_865.jpg,IMG/right_2018_11_30_18_29_53_865.jpg,-0.15,0.1114333,0,12.81779
